"","angles","m_up","F_up","m_down","F_down","h","f_k","F_u.L","f_k.L","dGPE","f_k.L_plus_dGPE","percent_error"
"1",0.261799387799149,0.0686,0.672966,0.0619,0.607239,0.155291427061512,0.0328635,0.4037796,0.0197181,0.374758589270466,0.394476689270466,2.33080800103345
"2",0.523598775598299,0.13,1.2753,0.12,1.1772,0.3,0.04905,0.76518,0.02943,0.723978,0.753408,1.55038759689924
"3",0.785398163397448,0.1819,1.784439,0.172,1.68732,0.424264068711928,0.0485595000000001,1.0706634,0.0291357000000001,1.02385950645975,1.05299520645975,1.66393915542811
